zipcodeID,Latitude,Longitude
24558,36.77913223946132,-78.95741361294785
23917,36.62377971146458,-78.34143846561267
23185,37.24929543183879,-76.68703921119061
24589,36.7552789182875,-78.75554866224093
23513,36.88947583404257,-76.23830813661118
24315,37.13930230215959,-81.05339846136985
22842,38.77191057241504,-78.6991893699934
23832,37.39436200080576,-77.5949002778255
23803,37.211830676344675,-77.48028097618607
24088,36.8949191578929,-80.07979645314379
22572,37.97483113674764,-76.77322408922032
23842,37.13626363595807,-77.22086101532358
24328,36.661846394895235,-80.69382741370413
24175,37.425902275369765,-79.93788976280229
22551,38.17272860414181,-77.70575489687093
23837,36.75815948097534,-77.08753218186467
24651,37.07732377327358,-81.50054437832034
20105,38.95946479486446,-77.60827952787787
22644,38.96360929353415,-78.53138364453952
24588,37.264079339290106,-79.09997305281411
24528,37.077331043392974,-78.87770074649222
24333,36.640565412663705,-80.92921133543473
22967,37.79945658565293,-79.01920240466723
24054,36.67805504250629,-79.70395743588693
24586,36.607753400499064,-79.28281169000746
24085,37.67539040953983,-79.8363949422727
22815,38.63469764438082,-78.80939998632027
23510,36.851320606960485,-76.28995136965995
24574,37.57588211586699,-79.24713076677142
23231,37.44219776151755,-77.31902721293551
23882,36.92590761654333,-77.41545507499166
24360,36.9391645534015,-80.90228968032443
24084,37.11467991494618,-80.79086500981231
24370,36.91345073726177,-81.69106663601639
23944,36.90560460836605,-78.13319099396915
23221,37.55328781857804,-77.49053365130692
24273,36.96141778280446,-82.65632280885052
22580,38.10941039477393,-77.44420492231927
24165,36.583667844695356,-80.05318014664641
22044,38.85957557625187,-77.15627195238864
24112,36.723785634199714,-79.84921130755578
23430,36.986165893441296,-76.66338624817678
23821,36.876007399122216,-77.91793892054471
23868,36.70990042556423,-77.80380174995076
22305,38.83654807463398,-77.06234089701474
22213,38.89459026552839,-77.16238616329076
24614,37.314647622589746,-82.07182211469882
22923,38.186698986668944,-78.32405644734712
23507,36.86445650856109,-76.30215249883872
24502,37.356215242639394,-79.21940831933841
23002,37.349166648721905,-77.9635703332043
24230,36.96929310908979,-82.45449627088618
23089,37.47594861733489,-76.912132402988
22835,38.67199363399908,-78.45480159691613
24540,36.642355511397795,-79.42473097985078
20818,38.97347843478201,-77.16182294397368
24340,36.75266295323274,-81.7588933986114
24343,36.766112278458934,-80.70043564109193
24354,36.82158393624974,-81.54002439760785
23188,37.33848092215686,-76.7492444141983
23942,37.13241095380255,-78.30138622029779
24361,36.76670776365245,-81.8455191980525
24368,36.892835955714816,-81.30003135955957
24381,36.72453542596918,-80.83924204638328
23947,37.022646893139665,-78.44284250048099
23970,36.748175249887936,-78.1863683948855
24401,38.1325617321383,-79.08846775428339
24416,37.72892380259145,-79.3553400174278
23229,37.58784899953173,-77.56973411463764
23974,36.97323099571395,-78.24549454313859
24011,37.270459505801625,-79.9410119283578
24472,37.938329431957754,-79.2219361112625
23308,37.82430878831997,-75.61773490494187
24020,37.3573908966726,-79.94278786097095
23310,37.264063236928905,-75.95676235150125
23324,36.799957396716536,-76.27517144170861
23921,37.59143752472204,-78.61413570240069
24055,36.763319712634654,-79.99741395369097
24065,37.11813307238344,-79.96453392759867
24066,37.53819917854929,-79.67822603800124
24501,37.35563383003728,-79.1561043273528
24504,37.36675875041607,-79.04954539200622
24522,37.37323752579124,-78.78591468301619
22602,39.15079723380535,-78.26554573125048
22603,39.28152399043984,-78.2056047297744
24073,37.130537203729034,-80.42251241151854
24556,37.38095413972184,-79.40210684755294
24572,37.46514429986962,-79.09626917788023
24577,36.93761869704531,-78.97552791408191
22630,38.929079542986585,-78.18052452468703
24091,36.921305535622025,-80.32263338762073
24092,37.001582524314074,-79.76305821516445
24121,37.170889784835765,-79.641407277224
24127,37.47948876979092,-80.19467618495793
24523,37.336397332371064,-79.52346155510662
24531,36.83921232468907,-79.44329868138902
24551,37.36655625456757,-79.32679953047392
24553,37.54845525940277,-78.81906136888705
24554,37.13674671219104,-79.06638737727559
23503,36.94712322705533,-76.26194812150857
24137,36.92588630710742,-79.65453235098715
24609,37.02953222773016,-81.79502021381177
24620,37.43334656289363,-82.01931291545867
24631,37.220197307659646,-81.997126238585
24639,37.173575515697564,-81.90461687017239
22802,38.500170489476545,-78.85851481860396
23015,37.931279954906074,-77.63125258813642
23024,37.924482067693305,-77.77554084153655
23047,37.847647681995,-77.489748362397
22824,38.84743406493021,-78.62780589842345
22827,38.39030189971294,-78.61309979581887
22830,38.65789072917386,-78.97901820182852
24171,36.67095184535145,-80.23835946281889
24184,37.08810303472734,-79.77641965234506
24201,36.61060536474582,-82.16964403114707
23063,37.71694272222891,-77.99882135442192
23663,37.032514982180714,-76.31580767348532
23665,37.08961366104165,-76.36299612287274
24219,36.84830419987895,-82.74644763295186
23069,37.769245014445914,-77.32874938337733
23076,37.473162229853074,-76.30496007884454
23086,37.66295762129721,-77.05393756886366
23092,37.594024111623526,-76.50755411622941
22901,38.08874422956262,-78.55568187202073
22903,38.01239342371758,-78.60160125209609
22904,38.034922741391426,-78.51162303547466
24224,36.86058646049679,-82.28322476241283
24225,36.975429517957934,-82.14114615587033
23708,36.84641964535041,-76.30618279529972
23709,36.81684541558349,-76.29845780598293
22922,37.686206489238145,-78.92511328265181
22932,38.150375942995424,-78.69743400217743
22942,38.103967935172136,-78.19684041105609
24266,36.867101260015204,-82.10523115889083
23824,37.087665433612926,-77.95749014185651
22960,38.219923439615116,-78.06626378814326
22963,37.847929920729314,-78.28523919333406
22973,38.335884216783256,-78.46915012008196
23139,37.54999086078965,-77.93506807283325
23148,37.84262290981951,-77.06222686657657
22473,37.883177460671334,-76.41387337455654
22546,37.94341984295147,-77.44564958605952
22553,38.265934986710306,-77.6397106616177
22407,38.28580000346744,-77.58054563297452
22427,38.071775352650434,-77.2862346935762
22520,38.11650970415957,-76.80632459760204
22560,37.91289557477103,-76.96196395177492
22151,38.80283134988696,-77.20960077395654
20170,38.98075335658217,-77.38040551540217
20181,38.66684631660428,-77.55373175171894
24151,36.958261188503116,-79.86455631012558
24210,36.77230854979979,-82.02244864009265
23841,37.054207098478855,-77.55304662749984
24141,37.10103318313497,-80.56677057899896
23950,36.660039105620285,-78.07699519487232
20115,38.82137261495427,-77.89764191264413
22211,38.88011085233404,-77.07482118474985
24067,37.037364062801316,-80.0688340150777
23924,36.809186167607606,-78.43396406229158
24319,36.760476202914504,-81.65778322261758
22027,38.89410989445611,-77.22158743371307
22576,37.69397910125457,-76.43277375330604
24202,36.659040565869475,-82.21564436729369
23847,36.667992191786254,-77.5497186008327
23851,36.65208675959633,-76.95776575278722
23920,36.72452414037684,-77.97267177268412
23009,37.810382284614775,-77.18717479378165
23881,37.19169712112529,-76.98586900644943
23901,37.32308770603288,-78.41186941484159
24060,37.25772019533082,-80.41961367802878
20132,39.16648171336044,-77.7274696338165
23005,37.75980427065065,-77.48258906733156
20842,39.208309039630535,-77.4247319668068
23927,36.60898605536221,-78.51259177798812
23040,37.51017336820644,-78.249187620812
24605,37.24093527564253,-81.36122523445698
24348,36.638973266403184,-81.1739121076576
24521,37.63673040648314,-79.09539270221143
24590,37.79352918462422,-78.47766675381757
23436,36.89509114603959,-76.50873758986785
24104,37.13546404423033,-79.48772153292236
22843,38.36702534164624,-79.16053134804326
22902,37.95565282162045,-78.46883152445525
24244,36.71075079571273,-82.79785250608825
22701,38.4403812252134,-77.99632640394037
23890,37.0075414690636,-77.11838293002813
24277,36.74948185600289,-83.03037178762787
23325,36.81507327721005,-76.23900639992536
24313,36.91049739244079,-80.79804796514145
23181,37.59808616944122,-76.88899723093743
22485,38.27169908164734,-77.15995746226702
23093,38.001535634362085,-78.03596013265394
24134,37.245948510415474,-80.77901467738542
24538,37.329065277540565,-78.95365856209293
22657,39.00154702587457,-78.36755834094464
22801,38.40522350056415,-78.87932640149222
22812,38.37934035377435,-79.03836068199985
23030,37.34651736648334,-77.0596236880827
23038,37.756261972412176,-78.14552350870292
24251,36.658060089001935,-82.60581909597448
24450,37.77883065700928,-79.53887381617363
23898,36.8273773850583,-76.85661868750236
23061,37.43309625638716,-76.55018513423653
24557,36.96660494466249,-79.30399614800376
24347,36.95957486508803,-80.65597964954117
23838,37.31771964464593,-77.63288513194323
23936,37.52494008241894,-78.4818997250922
24380,36.85672738685946,-80.50184527753748
24382,36.95701795401544,-81.1065241125977
24426,37.76589905169993,-80.06927406864332
23958,37.26847502490256,-78.65581388780066
22514,37.97240304996086,-77.24471152701534
23867,36.8206130668396,-77.48777802873298
22026,38.56721107103414,-77.2947579984828
22311,38.83441502033696,-77.12312795728934
22663,39.0499977933635,-78.11716668129725
23437,36.63533585766373,-76.80256072169993
24256,37.22344432519549,-82.2850391743184
24260,37.02291248092632,-82.00059244878247
23117,37.977380726439435,-77.87366028699262
20106,38.68709666947575,-78.01329749138608
20112,38.67272262894625,-77.4289967363103
24090,37.526330780541116,-79.889207672596
20874,39.12909185250703,-77.29721449934965
23885,37.185197507558996,-77.57833072058622
22834,38.557094224119226,-78.85768668419308
24124,37.30996445789344,-80.86773532432574
22191,38.62495737238487,-77.26845857979959
24211,36.65412864961752,-81.95643387652217
22134,38.53186121882027,-77.40901484006275
22938,37.8625559198199,-78.7824868945545
24517,37.14532420125096,-79.23257274203837
23060,37.65980879893698,-77.53427632399314
24526,37.55452342231814,-79.40168657277707
22726,38.40178243720976,-77.81796084261873
22480,37.666309633782646,-76.41498075835528
22935,38.25785232712326,-78.55475198111901
20143,38.86420562429021,-77.56792404196091
21864,38.043547538388225,-75.40531969794569
22734,38.52756158619832,-77.81116680540373
23124,37.5527150772391,-77.05948685803202
22849,38.52560199313751,-78.62530564913635
23603,37.19190036520973,-76.56560607645923
23919,36.591028886473964,-78.1330502365791
22304,38.813601637006,-77.11498645326219
20141,39.11673720815571,-77.79157393159164
22039,38.74993089339608,-77.31536645689641
23111,37.611201683411025,-77.24697946523008
23451,36.871760571992866,-76.00689402563876
23168,37.39417969473715,-76.83199957561988
20816,38.95612344114397,-77.11872516073754
24530,36.80784704290676,-79.61043784283214
23039,37.65503278913195,-77.80595247412737
20165,39.05057553133577,-77.38853569696482
23702,36.80291911692376,-76.32679185535977
23235,37.51314284866356,-77.56424808647995
24018,37.21236435293258,-80.04263218362831
23222,37.5826482929844,-77.41893756741479
22727,38.39626145420283,-78.30057272505115
22406,38.399643672217735,-77.55596535201931
20110,38.746373342655716,-77.48699484063934
22959,37.93758044688019,-78.64793827912825
23062,37.25799367826568,-76.50406414234624
22660,38.95627678274735,-78.43828784171046
24312,36.83115497382306,-80.86895998241721
20147,39.04150575158923,-77.47957880441822
22712,38.556343113943626,-77.75887903633844
24089,36.70390796398141,-79.96078070686411
23661,37.008021923772844,-76.38634477509123
23150,37.507178974729925,-77.25402184753023
24059,37.15575612474544,-80.13161111046435
22031,38.85953988575716,-77.25989678930534
23405,37.41465945027346,-75.919686060863
24311,36.87290995952708,-81.40162777020538
23116,37.671504858062804,-77.3345588967756
22807,38.434956738562676,-78.86732649292327
23395,37.97051175051695,-75.45159369059633
24323,36.86513189671973,-81.19970527547804
20184,39.00142471987499,-77.8787379384051
23146,37.72727551615219,-77.70925660690682
22041,38.84850156019888,-77.14212394296555
23964,36.77712624048365,-78.63149054495267
22840,38.38641903630952,-78.73844517750291
23551,36.923588242503456,-76.29237586905106
24579,37.58763362808952,-79.50484680913291
24279,37.10382887500265,-82.61910235958618
24168,36.73612919260819,-79.94875696536161
24016,37.27204800351262,-79.95461958552539
22435,37.97215589917545,-76.57288088044822
22101,38.93859558162086,-77.16512637508208
24637,37.052569515770585,-81.70981834334185
20152,38.899778530854576,-77.51916377728645
22664,38.89439631144069,-78.53120144369166
22312,38.81685080751879,-77.15371584171271
23860,37.28266969295203,-77.2226782430065
23314,36.95053330606726,-76.53625540826044
23850,37.1627581958341,-77.74340223182747
22511,37.983510061240395,-76.50335742000891
23356,37.99049852288857,-75.39227752998397
23250,37.50516167577075,-77.32098106022772
20854,39.03412462165403,-77.22147540876307
20148,38.9906140846723,-77.53284596397003
23834,37.28911300086435,-77.40062880317669
24095,37.22304178774834,-79.73786565867317
22309,38.7193092556177,-77.10723474688604
23830,37.02097553729129,-77.39771287105214
20176,39.181468542938944,-77.5345006760653
22035,38.85627728297027,-77.36268582239273
24445,37.966148426109044,-79.88013147708597
23840,37.056381620515424,-77.67076052417883
23454,36.832163449283826,-76.02616170999488
22738,38.28692024487344,-78.2768542374331
23175,37.65343330800084,-76.62406691435655
23066,37.499106964015255,-76.28931751489137
22625,39.373970668011964,-78.31172087132114
23173,37.57670261323506,-77.54077043640649
23035,37.49808640166617,-76.37679313319649
23106,37.71524438941708,-77.20620238163457
23417,37.730615698056056,-75.7668636270547
23836,37.35088461643193,-77.3325409808815
22971,37.7501935666798,-78.80298658536259
22153,38.74443538368604,-77.234502419551
24216,36.94237439386325,-82.79570949629618
23140,37.438519110768425,-77.04818617235395
22408,38.21915941517494,-77.44012725317015
22042,38.86463345247188,-77.19406000606438
23228,37.62588314549083,-77.49125689958623
20155,38.80643053923802,-77.62146324463299
22720,38.480448412764076,-77.6468003959215
22460,37.87612393846905,-76.60691756239555
20837,39.11207490413358,-77.40822342497103
22611,39.163735831343615,-77.98511551197129
24136,37.31927265960559,-80.60689444182498
23103,37.65059502334168,-77.72753168433974
22488,38.04985693454995,-76.58795510794187
22306,38.75653568627297,-77.09253804579413
23456,36.73435350910722,-76.03491849689107
23511,36.93999437044391,-76.30058243992761
24053,36.60999096860837,-80.53282421596475
23410,37.638001106266074,-75.74307189595118
23102,37.710530770079004,-77.83325089481292
20111,38.74907299682138,-77.43039586108011
23923,37.093164811307076,-78.64627262857891
22610,38.818026414787255,-78.28102113731558
20135,39.08601910459805,-77.87658885009535
21755,39.3609961605444,-77.56887362172023
20120,38.855736516127365,-77.4798573739186
22920,37.97294352362479,-78.8127654778445
21758,39.34565924917507,-77.66263326901014
24138,37.05052640536934,-80.31683072255976
22724,38.632856029781976,-77.90752308052572
23055,37.77057010252827,-78.21850884280883
21851,38.078254369943295,-75.54374414677494
23219,37.54075346719878,-77.43484399155693
23011,37.47560465543057,-76.80691257615445
23220,37.549225666331495,-77.46009694202024
24350,36.81108669319639,-81.01757091356677
24351,36.58080838729728,-80.76590644792418
23831,37.34436661532709,-77.44997535477876
23230,37.58700236966371,-77.49152833926144
23875,37.22942483209039,-77.25844999147387
23878,36.82908409325637,-77.02064439871998
24012,37.31586542335066,-79.89833182175613
24422,37.83040381578354,-79.75129630138315
23954,37.108917733766475,-78.38703706291011
23227,37.61486182341446,-77.44234034083405
23960,37.315310276348214,-78.5579113956943
23223,37.555947534751,-77.37929169155831
23225,37.51872416898527,-77.51043154278142
23833,37.210940979742475,-77.66946202185477
23336,37.95462252680824,-75.33735130202092
